,index,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
968,113054,US,"Rich and full bodied but not sweet, this fruity-floral wine blends vanilla and pistachio flavors with ripe pear and apricot. It has nice flavor complexity, a soothing texture and lingering finish.",White Elephant,90,18.0,California,California,California Other,Jim Gordon,@gordone_cellars,Vinum 2014 White Elephant White (California),White Blend,Vinum
969,113076,France,"Crisp, juicy and fruity, this is a wine that has red-currant flavors under the tannic structure. It is a delicious wine that is light, fruity and likely to age quickly. Drink from 2023.",Les Sizies Premier Cru,92,150.0,Burgundy,Beaune,,Roger Voss,@vossroger,Domaine Pascal Prunier-Bonheur 2015 Les Sizies Premier Cru  (Beaune),Pinot Noir,Domaine Pascal Prunier-Bonheur
970,113086,US,"Lush and full in texture, this wine has more spicy flavors than fruity ones, as a blend of vanilla, hazelnut and cream coat the palate. It has the rich feel of barrel fermentation and will win friends with the layering of subtleties on such a decadent mouthfeel.",CA 4,92,20.0,California,California,California Other,Jim Gordon,@gordone_cellars,Locations NV CA 4 White (California),White Blend,Locations
971,113556,US,"Earthy aromas of fresh tarragon and burnt cedar make an intriguing start to this wine, whose soft opening on the palate veers quickly into heavy flavors of chopped oregano. A plum element emerges faintly on the midpalate, but this is a solid wine for herb lovers.",Gypsy,90,25.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Epiphany 2011 Gypsy Red (Santa Barbara County),Rhône-style Red Blend,Epiphany
972,113705,France,The wine is structured with solid tannins and a foursquare character. Ripe fruits with plenty of balancing acidity give this wine its density and its crisp edge. This is a fruity wine that will develop slowly and well. Drink from 2020.,,91,79.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Louis Latour 2015  Nuits-St.-Georges,Pinot Noir,Louis Latour
973,113713,US,"This well-made red blend has no shortage of ripe black-fruit flavors or gripping texture. It's full bodied, very dark in color, smells like cinnamon, clove and cherries, and tastes very ripe and concentrated: like chocolate covered cherries without the sweetness.",Landmark Collection Proprietary,91,50.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Rubino Estates Winery 2014 Landmark Collection Proprietary Red (Livermore Valley),Red Blend,Rubino Estates Winery
974,113714,US,"Complex earthy spicy savory flavors make this Grenache-based wine a great escape from simply fruity bottles. It's fragrant with smoke and black pepper in the aroma, filled with ripe plum, toffee and cardamom on the palate and has a full mouthfilling texture.",Gypsy Rouge,91,32.0,California,Red Hills Lake County,,Jim Gordon,@gordone_cellars,Sol Rouge 2013 Gypsy Rouge Red (Red Hills Lake County),Rhône-style Red Blend,Sol Rouge
975,113715,US,"Vivid flavors and zippy fruit acidity give this medium-bodied blend of Sauvignon Blanc and Sémillon a big but refreshing personality. It has vibrant citrus and fresh herb aromas, crisp grapefruit and lemon flavors, and a sense of depth on the palate without being heavy. There are so many ways this would start a meal off right.",Lola Ghielmetti Vineyard,91,24.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Steven Kent 2016 Lola Ghielmetti Vineyard White (Livermore Valley),White Blend,Steven Kent
976,113791,New Zealand,"Now fully mature and showing some bricking at the rim, this is a savory, earthy example of Marlborough Pinot Noir. Roasted cauliflower and caramelized root veggies sound strange but are actually quite pleasant, while hints of dried fruit and molasses add the suggestion of fruit sweetness. Drink now.",Belsham Awatere Estate,90,41.0,Marlborough,,,Joe Czerwinski,@JoeCz,Foxes Island 2009 Belsham Awatere Estate Pinot Noir (Marlborough),Pinot Noir,Foxes Island
977,113807,US,"This is the kind of California Pinot Noir Burgundophiles love to hate. It's so full-bodied and fruity, so forward in currant, chocolate and licorice flavors, that it seems to have nowhere to go — a sin in Burgundy. And yet there's no denying its immediate deliciousness. It fools the palate, now honey sweet, now bone dry, but always rich and spicy.",Proximus,90,56.0,California,Carneros,Napa-Sonoma,,,Adastra 2005 Proximus Pinot Noir (Carneros),Pinot Noir,Adastra
978,113944,US,"A vivid aroma of mint and cedar, ripe fruit flavors and a smooth but gripping texture make this wine compelling. It tastes nicely dry, moderately tannic, full bodied and concentrated.",Syzygy,90,35.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Entropy Cellars 2013 Syzygy Red (Livermore Valley),Bordeaux-style Red Blend,Entropy Cellars
979,114268,Italy,"This beautiful dessert wine from southern Tuscany (representing a blend of equal parts Traminer, Sauvignon and Sémillon) opens with ripe apricot, honey, toasted almond and candied fruit aromas. The chewy, rich sweetness of the wine is the main protagonist.",SolAlto,91,30.0,Tuscany,Maremma,,,,Fattoria Le Pupille 2006 SolAlto White (Maremma),White Blend,Fattoria Le Pupille
980,114269,US,"This Rhône-style red blend plays out broadly across the full palate, filling the mouth with tangy flavors of mixed berries and plums. Generously applied oak brings on a wash of baking spices, coconut and cinnamon, giving a sweetness to the moderate tannins.",Carl Reserve,91,68.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Robert O. Smasne 2009 Carl Reserve Red (Columbia Valley (WA)),Rhône-style Red Blend,Robert O. Smasne
981,114280,US,"All six Bordeaux grapes—yes, including Carmenère—are in this fruity blend, aged for 21 months in 80% new French oak and 20% once-used French oak. Plums and cherries, a distinctive whiff of cola, and highlights of cinnamon spice all come together. Tannins are round, almost silky, and the wine fades in a graceful finish.",Longevity Red,91,42.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,JM Cellars 2009 Longevity Red Red (Columbia Valley (WA)),Bordeaux-style Red Blend,JM Cellars
982,114431,US,"This dry, fruity wine made from Germanic grape varieties gains extra richness in mouthfeel and body due to being fermented in 60% new barrels. It has ripe apple and peach notes and buttery, toasty accents that add interest and complexity.",Nimmo,91,24.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Markus Wine Co 2016 Nimmo White (Lodi),White Blend,Markus Wine Co
983,114849,Spain,"Big, brawny and not entirely welcoming: this Priorat heavyweight is full of licorice and cool black-fruit and cola aromas. The palate is hard as nails, and only time will tell if it softens and finds a sweeter spot. We think it will; in five years it should trade in the current burnt steak notes and fierce tannins for softer touches and more complex flavors.",Mas de Masos,91,70.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Capafons-Ossó 2003 Mas de Masos Red (Priorat),Red Blend,Capafons-Ossó
984,114887,US,"The descriptor “Sun” is apt, for this Pinot brims with the ripe, fruity flavors that only a brilliant, moderate climate can achieve. Raspberries and cherries flood the palate, brightened by crisp coastal acidity, and given structure by silky, complex tannins. As delicious as this wine is, it should gain bottle complexity over the next eight years.",Sun,92,55.0,California,Sta. Rita Hills,Central Coast,,,Hilliard Bruce 2011 Sun Pinot Noir (Sta. Rita Hills),Pinot Noir,Hilliard Bruce
985,114926,Australia,"An intense, flavorful rendition of Sauvignon Blanc, this is grapefruity from start to finish, balanced by slightly riper notes of pineapple and a custardy richness to the wine's texture. Pair it with bold fish dishes over the next 6–9 months.",Omrah,90,15.0,Western Australia,Great Southern,,Joe Czerwinski,@JoeCz,Plantagenet 2010 Omrah Sauvignon Blanc (Great Southern),Sauvignon Blanc,Plantagenet
986,115086,France,"This is a tight, textured and fruity wine. With a great mineral texture and steely structure, it is a wine for some aging. Lemon and pink grapefruit flavors sheer through the texture, still waiting to balance. From 2017 it will be a fine wine.",,91,22.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Jean-Paul Balland 2014  Sancerre,Sauvignon Blanc,Domaine Jean-Paul Balland
987,115138,US,"Quite dark in the glass, this very concentrated blend of 37% Grenache, 35% Syrah and 28% Mourvèdre shows boisterous aromas of black currant, blueberry, vanilla, violet and clove on the nose. Rich as expected in body, the bottling offers nutmeg and black-cherry-syrup flavors on the sip, with a touch of prune as well. It's a heavy-duty attention grabber.",Tres Violet,92,54.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Calcareous 2014 Tres Violet Red (Paso Robles),Rhône-style Red Blend,Calcareous
988,115163,US,"This is a taut and trim wine, but with plenty of toasted oak aromas and rich maple and cherry flavors to fill out its firm frame. Flavors combine cinnamon, cardamom, plum and Bing cherry. The texture is moderately tannic and firmly crisp for an attractive, lip-smacking quality.",Anderson Valley,91,55.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Goldeneye 2012 Anderson Valley Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye
989,115189,France,"This demonstrates the complexity of firm and concentrated Vosne-Romanée, with a generous, fruity character. It shows its structure first, followed by beautiful red fruits. Age for 4–5 years or more.",Domaine des Perdrix,91,75.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Domaines Devillard 2010 Domaine des Perdrix  (Vosne-Romanée),Pinot Noir,Domaines Devillard
990,115203,Argentina,"This blend of Cabernet Sauvignon and Malbec is overtly woody smelling in support of chunky earthy berry aromas. A full, racy, balanced palate deals structured tannins and salty plum flavors backed by a heavy dose of wood spice. On the finish, this is dry, oaky and tannic. It's good now, but will be best from 2020–2025.",Caro,91,63.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodegas Caro 2013 Caro Malbec-Cabernet Sauvignon (Mendoza),Malbec-Cabernet Sauvignon,Bodegas Caro
991,115278,Portugal,"Produced at the iconic Mouchão estate, this wine comes from old vines of Aragonez, Trincadeira and Alicante Bouschet. It has all the richness that comes from fermentation in open stone lagars, giving density and juicy black fruits. Wood aged, the wine is spicy, jammy and fruity; ready to drink now.",Dom Rafael,90,20.0,Alentejo,,,Roger Voss,@vossroger,Mouchão 2014 Dom Rafael Red (Alentejo),Portuguese Red,Mouchão
992,115475,US,"Hints of charred wood and fresh-cracked black pepper meet tasty baked-fruit flavors in this full-bodied, rather rugged wine made from Grenache, Syrah and Cabernet Sauvignon. It has a good, firm and moderately tannic texture.",Turnabout's Fair Play,90,39.0,California,Fair Play,Sierra Foothills,Jim Gordon,@gordone_cellars,Cedarville Vineyard 2012 Turnabout's Fair Play Red (Fair Play),Red Blend,Cedarville Vineyard
993,115477,France,"Anne-Marie and Jean-Guy Todeschini started a revolution here and at Château Mangot and sons Karl and Yann (mid-Millennials) are moving it on. They use Jean-Pierre Cousinié's terroir analysis (look it up), no pesticides, experiment with no sulfur and are changing the way their terroir talks to the wine. This vintage is a rich wine with attractive black currant fruit and fine acidity. With structured tannins and light spice, it is fruity, juicy and will be ready to drink from 2018.",,90,18.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château la Brande 2014  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château la Brande
994,115579,US,"This is a New World, cult-style Cab whose high alcohol creates an impression of sweetness, but not of heat. It's succulent and delicious, a mouthful of black currants, cherry jam and milk chocolate that's balanced with lush tannins and acidity. Drink this decadent wine now.",Gerhard Reisacher,93,100.0,California,Napa Valley,Napa,,,Lookout Ridge 2005 Gerhard Reisacher Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Lookout Ridge
995,115832,Australia,"This is almost confectionery in its fruit sweetness, layering raspberries over black currants in wave after wave. There's a hint of mint as well, ample weight and power on the palate and a long, dusty, tannic finish. Drink now–2030.",Bin 407,91,69.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Penfolds 2014 Bin 407 Cabernet Sauvignon (South Australia),Cabernet Sauvignon,Penfolds
996,115858,France,"Ripe and fruity with smooth tannins and generous fruits, this is a concentrated wine that is also stylish. It has plenty of tannins that are so well integrated. The wine is going to be delicious with its acidity and juicy jammy fruit. Drink from 2020.",,91,65.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Laforge 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Laforge
997,116065,France,"A fruity, fragrant wine, it has a light structure, soft tannins and generous, juicy red berry fruits. The balanced touch of wood aging smoothes out some of the sharp corners. Drink this attractive wine from 2016.",Vieilles Vignes,90,64.0,Burgundy,Volnay,,Roger Voss,@vossroger,Roche de Bellene 2011 Vieilles Vignes  (Volnay),Pinot Noir,Roche de Bellene
